subject,grade,chapter,chapter_title,section,section_title,missing_basicnote,missing_quiz,missing_question
History,Grade 11 ,3,"PEOPLES, STATES AND HISTORICAL PROCESSES IN ETHIOPIA AND THE HORN TO THE END OF THE 13TH CENTURY",3.6,The Kingdom of Damot,True,False,False
History,Grade 11 ,3,"PEOPLES, STATES AND HISTORICAL PROCESSES IN ETHIOPIA AND THE HORN TO THE END OF THE 13TH CENTURY",3.7,The Bete-Israel (Ethiopian Jews),True,False,False
History,Grade 11 ,3,"PEOPLES, STATES AND HISTORICAL PROCESSES IN ETHIOPIA AND THE HORN TO THE END OF THE 13TH CENTURY",3.8,The Sultanates of Eastern and Central Ethiopia and the Horn,True,True,True
History,Grade 11 ,3,"PEOPLES, STATES AND HISTORICAL PROCESSES IN ETHIOPIA AND THE HORN TO THE END OF THE 13TH CENTURY",3Introduction,Introduction,True,True,True
History,Grade 11 ,3,"PEOPLES, STATES AND HISTORICAL PROCESSES IN ETHIOPIA AND THE HORN TO THE END OF THE 13TH CENTURY",3Review Questions,Review Questions,True,True,True
History,Grade 11 ,3,"PEOPLES, STATES AND HISTORICAL PROCESSES IN ETHIOPIA AND THE HORN TO THE END OF THE 13TH CENTURY",3Unit Summary,Unit Summary,True,True,True
History,Grade 11 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C. 500 AD-1789",4.1,The European Middle Ages,True,False,False
History,Grade 11 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C. 500 AD-1789",4.2,Main Features of the Middle Ages,True,False,False
History,Grade 11 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C. 500 AD-1789",4.3,The Middle Ages in Asia,True,False,False
History,Grade 11 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C. 500 AD-1789",4.4,Development of Early Capitalism: 1500-1789,True,False,False
History,Grade 11 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C. 500 AD-1789",4.5,The Age of Exploration and Inception of Globalization,True,False,False
History,Grade 11 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C. 500 AD-1789",4Introduction,Introduction,True,True,True
History,Grade 11 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C. 500 AD-1789",4Review Questions,Review Questions,True,True,True
History,Grade 11 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C. 500 AD-1789",4Unit Summary,Unit Summary,True,True,True
History,Grade 11 ,5,PEOPLES AND STATES OF AFRICA TO 1500,5.1,Ancient and Medieval African States,True,False,False
History,Grade 11 ,5,PEOPLES AND STATES OF AFRICA TO 1500,5.2,North Africa,True,False,False
History,Grade 11 ,5,PEOPLES AND STATES OF AFRICA TO 1500,5.3,Spread of Islam to North Africa,True,False,False
History,Grade 11 ,5,PEOPLES AND STATES OF AFRICA TO 1500,5.4,States in West Africa,True,False,False
History,Grade 11 ,5,PEOPLES AND STATES OF AFRICA TO 1500,5.5,Central and Eastern Africa,True,False,False
History,Grade 11 ,5,PEOPLES AND STATES OF AFRICA TO 1500,5.6,Southern Africa,True,False,False
History,Grade 11 ,5,PEOPLES AND STATES OF AFRICA TO 1500,5.7,Relationships and Exchanges among Different Regions of Africa,True,False,False
History,Grade 11 ,5,PEOPLES AND STATES OF AFRICA TO 1500,5.8,Major Developments in Asia in the 19th Century,True,True,True
History,Grade 11 ,5,PEOPLES AND STATES OF AFRICA TO 1500,5Introduction,Introduction,True,True,True
History,Grade 11 ,5,PEOPLES AND STATES OF AFRICA TO 1500,5Review Questions,Review Questions,True,True,True
History,Grade 11 ,5,PEOPLES AND STATES OF AFRICA TO 1500,5Unit Summary,Unit Summary,True,True,True
History,Grade 11 ,6,AFRICA AND THE OUTSIDE WORLD: 1500-1880s,6.1,Medieval African States,True,False,False
History,Grade 11 ,6,AFRICA AND THE OUTSIDE WORLD: 1500-1880s,6.2,Contacts with the Outside World,True,False,False
History,Grade 11 ,6,AFRICA AND THE OUTSIDE WORLD: 1500-1880s,6.3,Slavery and Slave Trade in Africa,True,False,False
History,Grade 11 ,6,AFRICA AND THE OUTSIDE WORLD: 1500-1880s,6.4,The Legitimate Trade,True,False,False
History,Grade 11 ,6,AFRICA AND THE OUTSIDE WORLD: 1500-1880s,6.5,The White Settlement in South Africa,True,False,False
History,Grade 11 ,6,AFRICA AND THE OUTSIDE WORLD: 1500-1880s,6Introduction,Introduction,True,True,True
History,Grade 11 ,6,AFRICA AND THE OUTSIDE WORLD: 1500-1880s,6Review Questions,Review Questions,True,True,True
History,Grade 11 ,6,AFRICA AND THE OUTSIDE WORLD: 1500-1880s,6Unit Summary,Unit Summary,True,True,True
History,Grade 11 ,7,"STATES, PRINCIPALITIES, POPULATION MOVEMENTS AND INTERACTIONS IN ETHIOPIA (13TH â€“ MID-16TH CENTURY)",7.1,The Christian Highland KingdomundertheRestoredSolomonicDynasty,True,False,False
History,Grade 11 ,7,"STATES, PRINCIPALITIES, POPULATION MOVEMENTS AND INTERACTIONS IN ETHIOPIA (13TH â€“ MID-16TH CENTURY)",7.2,The Expansion of Islam and the Emergence of Muslim Sultanates,True,False,False
History,Grade 11 ,7,"STATES, PRINCIPALITIES, POPULATION MOVEMENTS AND INTERACTIONS IN ETHIOPIA (13TH â€“ MID-16TH CENTURY)",7.3,Political and Socio-Economic Conditions of the Southern and Central States in Ethiopia,True,False,False
History,Grade 11 ,7,"STATES, PRINCIPALITIES, POPULATION MOVEMENTS AND INTERACTIONS IN ETHIOPIA (13TH â€“ MID-16TH CENTURY)",7.4,Relationship between the Christian Highland Kingdom and the Muslim Sultanate ofAdal,True,False,False
History,Grade 11 ,7,"STATES, PRINCIPALITIES, POPULATION MOVEMENTS AND INTERACTIONS IN ETHIOPIA (13TH â€“ MID-16TH CENTURY)",7.5,Population Movements in the Ethiopian Region,True,False,False
History,Grade 11 ,7,"STATES, PRINCIPALITIES, POPULATION MOVEMENTS AND INTERACTIONS IN ETHIOPIA (13TH â€“ MID-16TH CENTURY)",7.6,Economic Depression of 1929-1933,True,True,True
History,Grade 11 ,7,"STATES, PRINCIPALITIES, POPULATION MOVEMENTS AND INTERACTIONS IN ETHIOPIA (13TH â€“ MID-16TH CENTURY)",7.7,The Second World War (WWII),True,True,True
History,Grade 11 ,7,"STATES, PRINCIPALITIES, POPULATION MOVEMENTS AND INTERACTIONS IN ETHIOPIA (13TH â€“ MID-16TH CENTURY)",7Introduction,Introduction,True,True,True
History,Grade 11 ,7,"STATES, PRINCIPALITIES, POPULATION MOVEMENTS AND INTERACTIONS IN ETHIOPIA (13TH â€“ MID-16TH CENTURY)",7Review Questions,Review Questions,True,True,True
History,Grade 11 ,7,"STATES, PRINCIPALITIES, POPULATION MOVEMENTS AND INTERACTIONS IN ETHIOPIA (13TH â€“ MID-16TH CENTURY)",7Unit Summary,Unit Summary,True,True,True
History,Grade 11 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA, MID 16TH TO MID-19TH CENTURY",8.1,"Peoples and States of Southern, Western and Eastern Ethiopia",True,False,False
History,Grade 11 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA, MID 16TH TO MID-19TH CENTURY",8.2,"Instability Versus Consolidation in the Christian Kingdom, 1559-1855",True,False,False
History,Grade 11 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA, MID 16TH TO MID-19TH CENTURY",8.3,Italian Imperialism in the Horn of Africa,True,True,True
History,Grade 11 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA, MID 16TH TO MID-19TH CENTURY",8.4,Resistance against Imperialism in Ethiopia and the Horn,True,True,True
History,Grade 11 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA, MID 16TH TO MID-19TH CENTURY",8.5,Fascist Italian Invasion and the Period of Occupation,True,True,True
History,Grade 11 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA, MID 16TH TO MID-19TH CENTURY",8.6,Restoration and Consolidation of Ethiopian Independence,True,True,True
History,Grade 11 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA, MID 16TH TO MID-19TH CENTURY",8Introduction,Introduction,True,True,True
History,Grade 11 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA, MID 16TH TO MID-19TH CENTURY",8Review Questions,Review Questions,True,True,True
History,Grade 11 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA, MID 16TH TO MID-19TH CENTURY",8Unit Summary,Unit Summary,True,True,True
History,Grade 12,1,Development of Capitalism and Nationalism from 1815 to 1914,1.1,Development of Capitalism,True,False,False
History,Grade 12,1,Development of Capitalism and Nationalism from 1815 to 1914,1.2,The Industrial Revolution,True,False,False
History,Grade 12,1,Development of Capitalism and Nationalism from 1815 to 1914,1.3,Nationalism,True,False,False
History,Grade 12,1,Development of Capitalism and Nationalism from 1815 to 1914,1.4,Unification of Italy,True,False,False
History,Grade 12,1,Development of Capitalism and Nationalism from 1815 to 1914,1.5,Unification of Germany,True,False,False
History,Grade 12,1,Development of Capitalism and Nationalism from 1815 to 1914,1.6,The American Civil War,True,False,False
History,Grade 12,1,Development of Capitalism and Nationalism from 1815 to 1914,1.7,The Eastern Question,True,False,False
History,Grade 12,2,Africa and the Colonial Experience (1880s - 1960s),2.1,The Era of Legitimate Trade and Colonial Empires,True,False,False
History,Grade 12,2,Africa and the Colonial Experience (1880s - 1960s),2.2,African Resistance against Colonial Expansion,True,False,False
History,Grade 12,2,Africa and the Colonial Experience (1880s - 1960s),2.3,Colonial Administration and the Colonial States,True,False,False
History,Grade 12,3,"Social, Economic and Political Developments in Ethiopia, Mid, 19th C. to 1941",3.1,Long Distance Trade and Peoples' Interaction in Ethiopia in the 19th Century,True,False,False
History,Grade 12,3,"Social, Economic and Political Developments in Ethiopia, Mid, 19th C. to 1941",3.2,"Power Rivalry and Consolidating Central Government, 1855-1913",True,False,False
History,Grade 12,3,"Social, Economic and Political Developments in Ethiopia, Mid, 19th C. to 1941",3.3,Territorial Expansion and the Incorporation of Kingdoms,True,False,False
History,Grade 12,3,"Social, Economic and Political Developments in Ethiopia, Mid, 19th C. to 1941",3.4,"External Relations, Challenges and Threats",True,False,False
History,Grade 12,3,"Social, Economic and Political Developments in Ethiopia, Mid, 19th C. to 1941",3.5,The Victory of Adwa,True,False,False
History,Grade 12,3,"Social, Economic and Political Developments in Ethiopia, Mid, 19th C. to 1941",3.6,Religious Reforms,True,False,False
History,Grade 12,3,"Social, Economic and Political Developments in Ethiopia, Mid, 19th C. to 1941",3.7,"Power Struggle among Ruling Elites, 1906-1935",True,False,False
History,Grade 12,4,"Society and Politics in the Age of World Wars, 1914 - 1945",4.1,World War I and Its Settlement,True,False,False
History,Grade 12,4,"Society and Politics in the Age of World Wars, 1914 - 1945",4.2,The Russian Revolution of 1917,True,False,False
History,Grade 12,4,"Society and Politics in the Age of World Wars, 1914 - 1945",4.3,"Interwar Period: Capitalist Economy, Fascism and Nazism",True,False,False
History,Grade 12,4,"Society and Politics in the Age of World Wars, 1914 - 1945",4.4,World War II,True,False,False
History,Grade 12,5,Global and Regional Developments Since 1945,5.1,The Aftermath and Consequences of WW II,True,False,False
History,Grade 12,5,Global and Regional Developments Since 1945,5.2,The United Nations Organization (the UN),True,False,False
History,Grade 12,5,Global and Regional Developments Since 1945,5.3,The Post-War Global Socio-Economic Recovery and Developments,True,False,False
History,Grade 12,5,Global and Regional Developments Since 1945,5.4,The Cold War Realities,True,False,False
History,Grade 12,5,Global and Regional Developments Since 1945,5.5,Situations in Asia during the Cold War,True,False,False
History,Grade 12,5,Global and Regional Developments Since 1945,5.6,The Middle East,True,False,False
History,Grade 12,5,Global and Regional Developments Since 1945,5.7,The Dissolution of the Communist Bloc and the Aftermath,True,False,False
History,Grade 12,6,Ethiopia: Internal Developments and External Influences from 1941 to 1991,6.1,The Restoration of the Imperial Rule and External Influences,True,False,False
History,Grade 12,6,Ethiopia: Internal Developments and External Influences from 1941 to 1991,6.2,Socio-economic Conditions and Social Organizations,True,False,False
History,Grade 12,6,Ethiopia: Internal Developments and External Influences from 1941 to 1991,6.3,Consolidation of Autocracy and Oppositions to the Monarch,True,False,False
History,Grade 12,6,Ethiopia: Internal Developments and External Influences from 1941 to 1991,6.4,The 1974 Revolution: The Downfall of the Emperor and the Rise of the Derg,True,False,False
History,Grade 12,6,Ethiopia: Internal Developments and External Influences from 1941 to 1991,6.5,Socio-economic and Political Reforms of the Military Regime,True,False,False
History,Grade 12,6,Ethiopia: Internal Developments and External Influences from 1941 to 1991,6.6,The Decline and Downfall of the Derg Regime: Internal and External Threats,True,False,False
History,Grade 12,7,Africa since the 1960s,7.1,The Road to Independence and the Rise of Independent States in Africa,True,False,False
History,Grade 12,7,Africa since the 1960s,7.2,Politics in Independent African States,True,False,False
History,Grade 12,7,Africa since the 1960s,7.3,Economy and Society in Independent Africa,True,False,False
History,Grade 12,7,Africa since the 1960s,7.4,The Cold War and Africa,True,False,False
History,Grade 12,7,Africa since the 1960s,7.5,"Pan-Africanism, from Organization of African Unity to African Union",True,False,False
History,Grade 12,8,Post 1991 Developments in Ethiopia,8.1,The Transitional Government of Ethiopia,True,False,False
History,Grade 12,8,Post 1991 Developments in Ethiopia,8.2,Ethiopia after the 1995 Constitution,True,False,False
History,Grade 12,8,Post 1991 Developments in Ethiopia,8.3,Socio-Economic Issues,True,False,False
History,Grade 12,8,Post 1991 Developments in Ethiopia,8.4,The Role of Ethiopia in Peace Keeping,True,False,False
History,Grade 12,9,Indigenous Knowledge Systems and Heritages of Ethiopia,9.1,Indigenous Knowledge: Definition and Unique Characteristic Features,True,False,False
History,Grade 12,9,Indigenous Knowledge Systems and Heritages of Ethiopia,9.2,Indigenous knowledge and Development,True,False,False
History,Grade 9 ,1,THE DISCIPLINE OF HISTORY AND HUMAN EVOLUTION,1.2.1,The importance of History,True,True,True
History,Grade 9 ,1,THE DISCIPLINE OF HISTORY AND HUMAN EVOLUTION,1.2.2,Historiography and Historical interpretations.,True,True,True
History,Grade 9 ,1,THE DISCIPLINE OF HISTORY AND HUMAN EVOLUTION,1.2.3,Sources of History.,True,True,True
History,Grade 9 ,1,THE DISCIPLINE OF HISTORY AND HUMAN EVOLUTION,1.2.4,Dating in History,True,True,True
History,Grade 9 ,1,THE DISCIPLINE OF HISTORY AND HUMAN EVOLUTION,1.3.1,Theories of Human Evolution,True,True,True
History,Grade 9 ,1,THE DISCIPLINE OF HISTORY AND HUMAN EVOLUTION,1.3.2,Africa and Human Evolution,True,True,True
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.1.1,Ancient Egypt.....,True,True,True
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.1.2,Nubia.,True,True,True
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.2.1,Mesopotamia,True,True,True
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.2.2,Persia.....,True,True,True
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.2.3,India,True,True,True
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.2.4,China,True,True,True
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.3.1,Maya,True,True,True
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.3.2,Inca,True,True,True
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.3.3,Aztecs.,True,True,True
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.4.1,Ancient Greek Civilization,True,True,True
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.4.2,Ancient Roman Civilization,True,True,True
History,Grade 9 ,3,PEOPLE AND STATES IN ETHIOPIA AND THE HORN TO THE END OF 13TH C.,3.1.1,Languages Families,True,True,True
History,Grade 9 ,3,PEOPLE AND STATES IN ETHIOPIA AND THE HORN TO THE END OF 13TH C.,3.1.2,Major Religions of Ethiopia,True,True,True
History,Grade 9 ,3,PEOPLE AND STATES IN ETHIOPIA AND THE HORN TO THE END OF 13TH C.,3.1.3,Settlement Pattern of Peoples of Ethiopia,True,True,True
History,Grade 9 ,3,PEOPLE AND STATES IN ETHIOPIA AND THE HORN TO THE END OF 13TH C.,3.6,The Sultanate of Shewa,True,True,True
History,Grade 9 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C.500 TO 1750",4.1.1,Dark Age,True,True,True
History,Grade 9 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C.500 TO 1750",4.1.2,Feudal Society..,True,True,True
History,Grade 9 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C.500 TO 1750",4.1.3,Byzantine Empire.,True,True,True
History,Grade 9 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C.500 TO 1750",4.2.1,The Rise and Expansion of Islam,True,True,True
History,Grade 9 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C.500 TO 1750",4.2.2,The Expansion of the Ottoman Empire,True,True,True
History,Grade 9 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C.500 TO 1750",4.2.3,Dynastic Cycle in China,True,True,True
History,Grade 9 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA MID-16TH TO MID-19TH C.",8.1,"Peoples and States of the Eastern, Central, Southern and Western Regions",False,True,False
History,Grade 9 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA MID-16TH TO MID-19TH C.",8.1.1,Southern states,True,False,True
History,Grade 9 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA MID-16TH TO MID-19TH C.",8.1.2,Western states,True,False,True
History,Grade 9 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA MID-16TH TO MID-19TH C.",8.1.3,"Eastern States: Harar, Afar, Somali",True,False,True
History,Grade 9 ,9,THE AGE OF REVOLUTION: 1750s TO 1815,9.1.1,"Political, Economic, and Social Effects of Industrial Revolution.",True,True,True
Information Tech,Grade 10 ,1,ORGANIZATION OF FILES,1.1,File Compression,False,False,True
Information Tech,Grade 10 ,1,ORGANIZATION OF FILES,1.3,Storage Drives,False,False,True
Information Tech,Grade 10 ,2,COMPUTER NETWORK,2.1,Unit Overview,False,False,True
Information Tech,Grade 10 ,3,APPLICATION SOFTWARE,3.1,Unit overview,False,False,True
Information Tech,Grade 10 ,4,IMAGE PROCESSING AND MULTIMEDIA,4.1,Unit Overview,False,False,True
Information Tech,Grade 10 ,5,INFORMATION AND COMPUTER SECURITY,5.1,Unit Overview,False,False,True
Information Tech,Grade 12,1,Information Systems and their Applications,1.1,"Ethical, Legal, Social, Environmental and Health Issues in the Use of Information Systems",True,True,False
Information Tech,Grade 12,1,Information Systems and their Applications,1.2,Intellectual Property,True,True,False
Information Tech,Grade 12,1,Information Systems and their Applications,1.3,Digital Identity Management,True,True,False
Information Tech,Grade 12,1,Information Systems and their Applications,1.4,Collaboration Through Digital Technologies,True,True,False
Information Tech,Grade 12,1,Information Systems and their Applications,1.5,Engaging in Citizenship through Digital Technologies,True,True,False
Information Tech,Grade 12,2,Emerging Technologies,2.1,Introduction to Bigdata,True,True,False
Information Tech,Grade 12,2,Emerging Technologies,2.2,Cloud Computing,True,True,False
Information Tech,Grade 12,2,Emerging Technologies,2.3,Fog Computing,True,True,False
Information Tech,Grade 12,2,Emerging Technologies,2.4,Internet of Things (IoT),True,True,False
Information Tech,Grade 12,3,Database Management System,3.1,Overview of Relational Database Management System,True,True,False
Information Tech,Grade 12,3,Database Management System,3.2,Database Manipulation Using SQL,True,True,False
Information Tech,Grade 12,4,Web Authoring,4.1,Introduction to XML,True,True,False
Information Tech,Grade 12,4,Web Authoring,4.2,HTML vs. XML,True,True,False
Information Tech,Grade 12,4,Web Authoring,4.3,Publishing Website,True,True,False
Information Tech,Grade 12,5,Maintenance and Troubleshooting,5.1,Install and uninstall software,True,True,False
Information Tech,Grade 12,5,Maintenance and Troubleshooting,5.2,Software Troubleshooting,True,True,False
Information Tech,Grade 12,5,Maintenance and Troubleshooting,5.3,Tools to speedup computer system,True,True,False
Information Tech,Grade 12,5,Maintenance and Troubleshooting,5.4,Network Troubleshooting,True,True,False
Information Tech,Grade 12,6,Fundamentals of Programming,6.1,Program Flow Controls and Syntax in Python,True,True,False
Information Tech,Grade 12,6,Fundamentals of Programming,6.2,Comments in Python,True,True,False
Information Tech,Grade 12,6,Fundamentals of Programming,6.3,Python Interpreter,True,True,False
Information Tech,Grade 12,6,Fundamentals of Programming,6.4,Testing and Debugging Programs,True,True,False
Information Tech,Grade 9 ,1,ORGANIZATION OF FILES,1.1,Basics of Files and Folders,False,False,True
Information Tech,Grade 9 ,1,ORGANIZATION OF FILES,1.4,Unit Summary,True,False,False
Information Tech,Grade 9 ,1,ORGANIZATION OF FILES,1.5,Unit Review Exercise,True,False,True
Information Tech,Grade 9 ,2,COMPUTER NETWORK,2.5,Unit Summary,True,False,False
Information Tech,Grade 9 ,2,COMPUTER NETWORK,2.6,Unit Review Exercise,True,False,False
Information Tech,Grade 9 ,3,APPLICATION SOFTWARE,3.5,Unit Summary,True,False,False
Information Tech,Grade 9 ,3,APPLICATION SOFTWARE,3.6,Unit Review Exercise,True,False,True
Information Tech,Grade 9 ,4,IMAGE PROCESSING AND MULTIMEDIA,4.4,Unit Summary,True,False,False
Information Tech,Grade 9 ,4,IMAGE PROCESSING AND MULTIMEDIA,4.5,Unit Review Exercise,True,False,True
Information Tech,Grade 9 ,5,INFORMATION AND COMPUTER SECURITY,5.6,Unit Summary,True,False,False
Information Tech,Grade 9 ,5,INFORMATION AND COMPUTER SECURITY,5.7,Unit Review Exercise,True,True,True
Information Tech,Grade 9 ,6,FUNDAMENTALS OF PROGRAMMING,6.4,Problem Solving Approaches,False,False,True
Information Tech,Grade 9 ,6,FUNDAMENTALS OF PROGRAMMING,6.5,Unit Summary,False,False,True
Information Tech,Grade 9 ,6,FUNDAMENTALS OF PROGRAMMING,6.6,Unit Review Exercise,False,True,True
Mathematics,Grade 10 ,1,RELATIONS AND FUNCTIONS,1.1,Relations,False,True,True
Mathematics,Grade 10 ,1,RELATIONS AND FUNCTIONS,1.2,Functions,False,True,True
Mathematics,Grade 10 ,1,RELATIONS AND FUNCTIONS,1.3,Applications of Relations and Functions,True,True,True
Mathematics,Grade 10 ,1,RELATIONS AND FUNCTIONS,1.4,Operations on Functions,True,True,True
Mathematics,Grade 10 ,1,RELATIONS AND FUNCTIONS,1.5,Inverse of a Function,True,True,True
Mathematics,Grade 10 ,2,POLYNOMIAL FUNCTIONS,2.1,Definition of Polynomial Function,False,False,True
Mathematics,Grade 10 ,2,POLYNOMIAL FUNCTIONS,2.2,Operations on polynomial functions,False,False,True
Mathematics,Grade 10 ,2,POLYNOMIAL FUNCTIONS,2.3,Theorem on polynomial functions,False,False,True
Mathematics,Grade 10 ,2,POLYNOMIAL FUNCTIONS,2.4,Zeros of polynomial functions,False,False,True
Mathematics,Grade 10 ,3,EXPONENTIAL AND LOGARITHMIC FUNCTIONS,3.1,Exponents and Logarithms,False,True,True
Mathematics,Grade 10 ,3,EXPONENTIAL AND LOGARITHMIC FUNCTIONS,3.2,The Exponential functions and Their Graphs,False,True,True
Mathematics,Grade 10 ,3,EXPONENTIAL AND LOGARITHMIC FUNCTIONS,3.3,The Logarithmic Functions and Their Graphs,False,True,True
Mathematics,Grade 10 ,4,TRIGONOMETRIC FUNCTIONS,4.1,Radian Measure of angle,False,False,True
Mathematics,Grade 10 ,4,TRIGONOMETRIC FUNCTIONS,4.2,Basic Trigonometric Function,False,True,True
Mathematics,Grade 10 ,4,TRIGONOMETRIC FUNCTIONS,4.3,Trigonometric Identities & Equation,False,False,True
Mathematics,Grade 10 ,4,TRIGONOMETRIC FUNCTIONS,4.4,Application,False,False,True
Mathematics,Grade 10 ,4,TRIGONOMETRIC FUNCTIONS,4.5,Applications of Trigonometry,True,True,True
Mathematics,Grade 10 ,5,CIRCLE,5.1,Symmetrical properties of circles,False,False,True
Mathematics,Grade 10 ,5,CIRCLE,5.2,Angle properties of circles,False,False,True
Mathematics,Grade 10 ,5,CIRCLE,5.3,"Arc length, perimeters and areas of segments and sectors Arc length",False,False,True
Mathematics,Grade 10 ,5,CIRCLE,5.4,"Theorems on angles and arcs determined by lines intersecting inside, on and outside a circle",False,False,True
Mathematics,Grade 10 ,6,SOLID FIGURES,6.1,Revision of prisms and cylinders,False,False,True
Mathematics,Grade 10 ,6,SOLID FIGURES,6.2,"Pyramids, cones and spheres",False,False,True
Mathematics,Grade 10 ,6,SOLID FIGURES,6.3,Frustum of pyramids and cones,True,False,True
Mathematics,Grade 10 ,7,COORDINATE GEOMETRY,7.1,Distance between two points,False,False,True
Mathematics,Grade 10 ,7,COORDINATE GEOMETRY,7.2,Division of a line segment,False,False,True
Mathematics,Grade 10 ,7,COORDINATE GEOMETRY,7.3,Equation of a line,False,False,True
Mathematics,Grade 10 ,7,COORDINATE GEOMETRY,7.4,Slopes of parallel and perpendicular lines,False,False,True
Mathematics,Grade 10 ,7,COORDINATE GEOMETRY,7.5,Equation of a Circle,False,False,True
Mathematics,Grade 10 ,8,STATISTICS AND PROBABILITY,8.1,Collection and Organization of Data,True,True,True
Mathematics,Grade 10 ,8,STATISTICS AND PROBABILITY,8.2,Data Presentation,True,True,True
Mathematics,Grade 10 ,8,STATISTICS AND PROBABILITY,8.3,Measures of Central Tendency,True,True,True
Mathematics,Grade 10 ,8,STATISTICS AND PROBABILITY,8.4,Measures of Dispersion,True,True,True
Mathematics,Grade 10 ,8,STATISTICS AND PROBABILITY,8.5,Probability,True,True,True
Mathematics,Grade 12,1,SEQUENCES AND SERIES,1.1,Sequence,True,True,True
Mathematics,Grade 12,1,SEQUENCES AND SERIES,1.2,Arithmetic and Geometric Sequences,True,True,True
Mathematics,Grade 12,1,SEQUENCES AND SERIES,1.3,The Sigma Notation and Partial Sums,True,True,True
Mathematics,Grade 12,1,SEQUENCES AND SERIES,1.4,Infinite Series,True,True,True
Mathematics,Grade 12,1,SEQUENCES AND SERIES,1.5,Applications of Sequence and Series in Daily life,True,True,True
Mathematics,Grade 12,2,INTRODUCTIONS TO CALCULUS,2.1,Introduction to Derivatives,True,True,True
Mathematics,Grade 12,2,INTRODUCTIONS TO CALCULUS,2.2,Application of Derivative,True,True,True
Mathematics,Grade 12,2,INTRODUCTIONS TO CALCULUS,2.3,Introduction to Integration,True,True,True
Mathematics,Grade 12,3,STATISTICS,3.1,Measures of Absolute Dispersions,True,True,True
Mathematics,Grade 12,3,STATISTICS,3.2,Interpretation of Relative Dispersions,True,True,True
Mathematics,Grade 12,3,STATISTICS,3.3,Use of Frequency Curves,True,True,True
Mathematics,Grade 12,3,STATISTICS,3.4,Sampling Techniques,True,True,True
Mathematics,Grade 12,4,INTRODUCTION TO LINEAR PROGRAMMING,4.1,Graphical Solutions of System of Linear Inequalities,True,True,True
Mathematics,Grade 12,4,INTRODUCTION TO LINEAR PROGRAMMING,4.2,Maximum and Minimum Values,True,True,True
Mathematics,Grade 12,4,INTRODUCTION TO LINEAR PROGRAMMING,4.3,Applications,True,True,True
Mathematics,Grade 12,5,MATHEMATICAL APPLICATIONS IN BUSINESS,5.1,Basic Mathematical Concepts in Business,True,True,True
Mathematics,Grade 12,5,MATHEMATICAL APPLICATIONS IN BUSINESS,5.2,Time Value of Money,True,True,True
